From,to,Name,Agents,Results ,Type,Label,Place (modern),Historic affiliation,Archival sources,WIKIDATA ENTITY ID,WIKIDATA COUNTRY ID,COUNTRY NAME,WIKIDATA LOCATION ID,WIKIDATA LOCATION NAME
1795,1795,Anticipated riot,There was no riot on December 5 and the men of the Corps behaved perfectly and the magistrates did not apply for their assistance.,No interventions necessary.,alleged / planned,Pembrokeshire / England,Pembrokeshire / England,British Empire,UK National Archives / HO 42/37/224,#,#,#,#,#
1795,1795,Suspected riot,3 August: The yeomanry were out on a suspicion of a riot at Uppingham.,No interventions necessary.,alleged / planned,Uppingham / England,Uppingham / England,British Empire,Lincolnshire Archives 3ANC9/4/10-18,#,#,#,#,#
1795,1795,Ancicipated food riot,magistrate of Wakefield [Yorkshire] / expressing concern at rising discontent in the locality due to the high price of corn and other necessities and requesting that the commanding officers of the locally based militia be ready to aid the civil magistrate in case of riot.,#,alleged / planned,Wakefield / England,Wakefield / England,British Empire,UK National Archives / HO 42/35/5,#,#,#,#,#
1795,1795,Battle of Richmond Hill,between the Indigenous Darug people and the New South Wales Corps,Colonial victory,colonial expansion / consolidation,Richmond / New South Wales,Richmond / New South Wales,British Empire,#,Q4872180,#,#,Q1184885,Richmond / New South Wales
1795,1795,Irish Regiment Riot,riot by an Irish Regiment in Birmingham,#,context unclear,Birmingham / England,Birmingham / England,British Empire,Birmingham: Archives / Heritage and Photography Service MS 656/16,#,#,#,#,#
1795,1795,Riot,David Curry / convicted at the Cornwall Assizes at Launceston on 21 March 1795 / for a riot and breaking and entering the house of George Webb,"Curry showed great zeal in HM. service on HMS. La Concorde (under Hunt) but was at first sentenced to 3 months imprisonment / £5 fine and securing sureties of £50 for himself and £25 of 2 others, Curry pardoned & allowed to resume service in HM. Navy",context unclear,Cornwall / Britain,Cornwall / Britain,British Empire,UK National Archives / HO 47/18/64,#,#,#,#,#
1795,1795,Riot,William Harrison of Mylor / merchant / for the appearance of Cosmo E. Gaste / to answer for riot and misdemeanour ,discharged,context unclear,Cornwall / United Kingdom,Cornwall / United Kingdom,British Empire,Cornwall Record Office QS/1/6/340-360,#,#,#,#,#
1795,1795,Riot [probably identical with Slaughterhouse Riot],"""brand-riot""",put down by the military,context unclear,Coventry / England,Coventry / England,British Empire,Warwickshire County Record Office DR429/329,#,#,#,#,#
1795,1795,Riot,"John Jones indicted for riot at Denbigh. Jones was not then in custody, nor had he been seen in the county until recently. ",Vaughan suggests that it was now for the Denbigh magistrates to apprehend Jones.,context unclear,Denbigh / Wales,Denbigh / Wales,British Empire,UK National Archives / HO 42/41/83,#,#,#,#,#
1795,1795,Riot,Richard Clarke joiner and Richard Norrison labourer both of Driffield (and 4 other persons yet unknown) accused of riot at Driffield and damage to shop of William Ballance blacksmith / and damage to gate belonging to Hon. Philip Leslie of Driffield.,#,context unclear,Drieffield / England,Drieffield / England,British Empire,East Riding of Yorkshire Archives and Local Studies Service QSF/349/B/3,#,#,#,#,#
1795,1795,Lady's Day Assembly,"apprehension of a ""mob"" on lady's day",#,context unclear,East Sussex / England,East Sussex / England,British Empire,#,#,#,#,#,#
1795,1795,Riot,"charges of riot / destruction of property and theft / against John Lewis (""a fifer"") and William Saunders (""grenadier in the Third Regiment of Guards"")",#,context unclear,London / England,London / England,British Empire,UK National Archives / HO 42/35/127,#,#,#,#,#
1795,1795,Charing Cross Riot,riot in the evening at Charing Cross on 12 July,The Riot Act had been read and great assistance had been received from the Horse and Foot-guards on duty at the Tiltyard. He had left at 11 pm when police magistrate [Nathaniel Conant] arrived.,context unclear,Queen Square / Westminster / England,Queen Square / Westminster / England,British Empire,UK National Archives / HO 42/35/61,#,#,#,#,#
1795,1795,Riot,seditious libel and riot ,quelled by Colonel [Robert Athorpe] and his Regiment of Volunteers together with the cavalry / Col. Lord Fitzwilliam and troops helped prevent further riots,context unclear,Sheffield / England,Sheffield / England,British Empire,West Yorkshire Archive Service / Wakefield QS1/134/7+10 / UK National Archives / HO 42/35/161,#,#,#,#,#
1795,1795,Riot,conspiracy to incite riot,#,context unclear,West Yorkshire / England,West Yorkshire / England,British Empire,West Yorkshire Archive Service / Wakefield QS1/134/9,#,#,#,#,#
1795,1795,Riot,Thos. Davidson of Orton yeoman for appearance of Margaret Cumstone of Kirkby Stephen to answer to a bill of indictment to be preferred against her by John Redman / Thomas Cockbane and Edward Allon for a riot,Found guilty,context unclear,Westmorland,Westmorland,British Empire,Cumbria Archive Centre / Kendal WQ/SR/535/5,#,#,#,#,#
1795,1795,Riot,John Redman badger Thomas Cockbane and Edward Allon millers all of Hawes co. York for their appearance to prefer a bill of indictment against Margaret Cumstone / John Loadman / Margaret Wray and Cathrine Slee for committing a riot at Kirkby Stephen on 3 August [1795],#,context unclear,Westmorland,Westmorland,British Empire,Cumbria Archive Centre / Kendal WQ/SR/535/6,#,#,#,#,#
1795,1795,Riot,Thomas Maugham of Kirkby Stephen indicted for riot,Found guilty,context unclear,Westmorland,Westmorland,British Empire,Cumbria Archive Centre / Kendal WQ/SR/535/7,#,#,#,#,#
1795,1795,Riot,Thomas Bradley tanner and Thomas Hutchinson husbandman of Kirkby Stephen for appearance of Margaret Wray and Cathrine Slee of Kirkby Stephen to answer to a bill of indictment for a riot,Found guilty,context unclear,Westmorland,Westmorland,British Empire,Cumbria Archive Centre / Kendal WQ/SR/535/8,#,#,#,#,#
1795,1795,Riot,John Lloyd / magistrate / of Wygfair / near Saint Asaph / Denbighshire / expressing his concern that if the military leave Denbigh before the trial of those arrested following the riot of 1 April 1795 / further disturbances may be instigated.,#,context unclear,Wygfair / near Saint Asaph / Denbighshire / Wales,Wygfair / Denbighshire / Wales,British Empire,UK National Archives / HO 42/34/172,#,#,#,#,#
1795,1795,Riot,riot [at Wymondham] ,#,context unclear,Wynmondham / England,Wynmondham / England,British Empire,Cambridge University Library 114/9,#,#,#,#,#
1795,1795,Riot,"consecutive nightly riots / crowd aiming to get to Mr. Pitt's house to pull it down / but kept off by the military. The Duchess of Gloucester was in great danger / returning from the circus, she was pursued by the mob / crying no Royalty / no Pitt / till she got very near to her own house'",civil power should be strengthened and a military force be raised in anticipation of an invasion by the French. The force would be used when the nature of the riot had been ascertained / whether it be premeditated or by those sympathetic to the French.,government,London / England,London / England,British Empire,Lancashire Archives DDKE/acc. 7840 HMC/1393A / UK National Archives / HO 42/38/48,#,#,#,#,#
1795,1795,Riot,Local incident leading to investigations against Captain Nicholas Forster. Forster professed his innocence / but a man [Bone / possibly the arresting officer together with one Inkles and another] 'narrowly escaped with his life in consequence of Captain Forster's direction to the soldiers. Suggestions that the cause of the disturbance was that the constables had been given warrants against an officer.,The 3 witnesses that appeared in Forster's trial were three constables involved in the dispute at Cowes. At least one of the constables offered to 'keep quiet' for payment. Forster was offered compensation / the money to be paid to the poor / but it appears again his pride got in the way and this was refused / he wanted a public acknowledgement. The charge for which Forster was finally arrested is not stated here but it appears / at some point / Forster was charged with 'assault' [whether by him or by officers under his command is not stated] on the constables and found guilty.,law enforcement,Cowes / England,Cowes / England,British Empire,UK National Archives / HO 47/19/64,#,#,#,#,#
1795,1795,Riot,seeking the Home Secretary's approval of his action in placing a division of the Honourable Artillery Company / numbering about 30 / under arms every evening to protect the Armoury House and its neighbourhood / as the Riot Act had been read in Finsbury Square on 16 July and in view of the present state of the Metropolis,#,military regulations / peace-keeping,Finsbury Square / London / England,Finsbury Square / London / England,British Empire,UK National Archives / HO 42/35/82,#,#,#,#,#
1795,1795,Potato market riot,"riot that day in the potato market consisted ""only of women and children"" who threw potatoes about and did 'trifling damage' to Marshall's house. ",riot act read and peace restored without violence,personal disputes,London / England,London / England,British Empire,UK National Archives / HO 42/35/125,#,#,#,#,#
1795,1795,Riot and assault,Francis Antonio Dias / a Portuguese keeper of a boarding house for foreigners / convicted (with 3 others of the same country) on 28 October 1795 / for assault / (attacking American sailors in an ale house in 'Shadwell or Stepney' in Middlesex / causing a riot / breaking windows and furniture / stabbing Edward Bunn [or Edmund Byrne] in the chest / on 7 September 1795.,Francis Antonio Dias / who had a wife and 3 children and was needed to run the family business (a lodging house for foreigners) / saw a part of his sentence remissed due to his family situation and weak health,personal disputes,Middlesex / England,Middlesex / England,British Empire,UK National Archives / HO 47/20/67,#,#,#,#,#
1795,1795,Disturbance at the London Corresponding Society,London Corresponding Society meeting disturbed: The society suspected that the disturbance had been created by persons being sent from the Government for that purpose.,The rioters were turned out and the debate was adjourned.,political freedoms / personal rights,Lodon / England,London / England,British Empire,UK National Archives / HO 42/37/233,#,#,#,#,#
1795,1795,London Riot,working-class protest in favour of parliamentary reform,#,political freedoms / personal rights,London / England,London / England,British Empire,#,#,#,#,#,#
1795,1795,Opening of Parliament Riots,"popular uprising in the City of London / including an attack on the king's coach, linked with political tension upon the opening of a new session in Parliament",#,political freedoms / personal rights,London / England,London / England,British Empire,#,#,#,#,#,#
1795,1796,Second Maroon War,Maroon community,Maroon surrender,slavery / rights of freed slaves,Colony of Jamaica,Jamaica,British Empire,#,Q7443413,#,#,Q2526023,Colony of Jamaica
1795,1795,Riot,6 June 1795 / riot 'on account of the high price of provisions at this time.' ,several accused workers gave each other alibis,social / economic,Bristol / England,Bristol / England,British Empire,UK National Archives / HO 47/21/49,#,#,#,#,#
1795,1795,Riot,violence / the removal of the chest containing the Corporation records / the unlawful securing of the Town Hall / and the unsuccessful attempt to read the Riot Act,#,social / economic,East Sussex / England,East Sussex,British Empire,East Sussex Record Office SEA/174,#,#,#,#,#
1795,1795,Market riot,"riot at Plymouth market which the magistrates and extra constables had subdued, great concern over the shortage of provisions / especially corn / normal sources of supply in Hampshire and Sussex are almost exhausted. ",#,social / economic,Plymoth / Devon / England,Plymoth / Devon,British Empire,UK National Archives / HO 42/34/127,#,#,#,#,#
1795,1795,Corn Riot,riot in Bedford on 21 July / related to wheat supplies,Committee announced they held enough corn to last until harvest / and would sell it to the poor at a reduced price. All subscribers to the fund were urged to pay their subscription immediately. Anyone rioting or committing violence would be refused relief and dealt with severely under the law.,social / economic,Bedford / Bedfordshire,Bedford / Bedfordshire,British Empire,UK National Archives / HO 42/35/120,#,#,#,#,#
1795,1795,Food Riots,food riots occurring at Brighthelmstone [Brighton],dealt with harshly / 'awful and impressive examples' were made.,social / economic,Birghthelmstone / Brighton / England,Birghthelmstone / Brighton / England,British Empire,UK National Archives / HO 47/18/22,#,#,#,#,#
1795,1795,Snow Hill Riot,"dearness of corn and every kind of provision had led some people to assemble and damage the corn mill in the town, mob attacked the corn mill of [James Pickard] at Snow Hill / Birmingham / accusing him of raising the price of flour and insulting the poor","magistrates not able to quell riot and sent to Lieutenant Colonel [John Callow] for his remaining troops, 2 people shot and several arrested, mill windows had been broken and Pickard's books destroyed, Riot Act read twice and most of the mob dispersed / but many reassembling in the evening, skirmish between rioters and Dragoons, ""inflammatory and seditious handbills"" distributed after the riot, reward of £100 to discover the authors",social / economic,Birmingham / England,Birmingham / England,British Empire,UK National Archives / HO 42/35/16-19,#,#,#,#,#
1795,1795,Bankers' riot,"a riot in Boston / presumably caused by a group of ""bankers"" / employed in cleaning drains and embanking [canals]","riot was stopped but fear spread that it would break out again, local demand for 40 to 50 soldiers to keep the peace",social / economic,Boston / Lincolnshire,Boston / Lincolnshire,British Empire,UK National Archives / HO 42/35/165,#,#,#,#,#
1795,1795,Riots in Dudley and Bromsgrove,local disturbances caused by rising prices,disturbances in Dudley and Bromsgrove [Worcestershire] which had divided the available troops but that they had been sufficient to halt the spread of the Birmingham riot / at which the Yeomanry had arrived very early,social / economic,Bromsgrove / Worcestershire / England,Bromsgrove / Worcestershire / England,British Empire,UK National Archives / HO 42/35/19,#,#,#,#,#
1795,1795,Food riot,rioters forced the sale of meat at Cambridge,Cambridgeshire had raised a troop of 80 Fencibles at great expense but they had been sent elsewhere / giving the county a strong claim for military protection until troops of Yeomanry Cavalry could be raised. ,social / economic,Cambridge / England,Cambridge / England,British Empire,UK National Archives / HO 42/35/113,#,#,#,#,#
1795,1795,Food riot,riotous mob had forced the sale of meat at 4d per pound,#,social / economic,Chatteris / Isle of Ely,Chatteris / Isle of Ely,British Empire,UK National Archives / HO 42/35/113,#,#,#,#,#
1795,1795,Food riot,food riot among iron and coal workers / 400 to 500 men with bludgeons had had to be dispersed,riot was only suppressed by the masters of the works and by the yeomanry cavalry,social / economic,Colebrooke Dale / Coalbrookdale / Wales,Coalbrookdale / Wales,British Empire,UK National Archives / HO 42/35/123,#,#,#,#,#
1795,1795,Riot,"""dangerous riot at Diss""",#,social / economic,Diss / England,Diss / England,British Empire,UK National Archives / HO 42/36/85,#,#,#,#,#
1795,1795,Riots in Dudley and Bromsgrove,local disturbances caused by rising prices,disturbances in Dudley and Bromsgrove [Worcestershire] which had divided the available troops but that they had been sufficient to halt the spread of the Birmingham riot / at which the Yeomanry had arrived very early,social / economic,Dudley / Britain,Dudley / Britain,British Empire,UK National Archives / HO 42/35/19,#,#,#,#,#
1795,1795,Revolt of the housewives,food riots with prominent role of women / linked with land enclosures,#,social / economic,England,England,British Empire,#,Q56797910,Q145,United Kingdom,#,#
1795,1795,Food Riots / Bread Riots,regional protest against price rises,#,social / economic,England and Scotland,Scotland / Britain,British Empire,#,#,#,#,#,#
1795,1795,Food Riots / Bread Riots,regional protest against price rises,#,social / economic,England and Scotland,England,British Empire,#,#,#,#,#,#
1795,1795,Gunnis Lake Mine protest,Sampson of Gunnis Lake Mine [Gunnislake] with great difficulty restrained 80 men who had assembled that morning intent on persuading the Callington magistrates to reduce the abnormally high price of wheat and barley in the locality. They had stated that their children were crying out for bread and if nothing was done they would plunder the farmers,resolved without violence,social / economic,Gunnis Lake Mine / England,Gunnislake / England,British Empire,UK National Archives / HO 42/36/80,#,#,#,#,#
1795,1795,Riot,worries that the tinners [tin miners] would riot unless price of corn was lowered ,#,social / economic,Harewood / Cornwall,Harwood / Calstock / Cornwall,British Empire,UK National Archives / HO 42/36/80,#,#,#,#,#
1795,1795,Riot,riot at Hinckley of the inhabitants on the dearness of provisions / assembly of circa 22 people before the Bull / Mr Brown declared the bread was not weight and offered that person a guinea that would bring him a loaf that was deficient to make the baker pay the penalty / Justice Abney & Greavs were assisting the military & went into the mob declaring they'd read the riot act & then they might take the consequences / but they did not. ,"""One fellow is brought to jail taken from the Huxter's shop at the corner opposite Mrs Brown's. The cavalry made a feint of going off when they dispered the mob the first time / & pretended to go to Nuneaton where there was rioting on the Saturday / & very bad doings indeed at Coventry market the day before. When the Cavelry got as afar as the Harrow the rebels assembled again & the trumpet sounded & they came clattering back with sword in hand & rode them down at once.William Lovett said he found as great an inclination at Sapcote for the same business both Monday night & Tuesday. Tom Gent found it necessary to declare he'd set them in the stocks if they'd not disperse.""",social / economic,Hinckley / England,Hinckley / England,British Empire,East Sussex Record Office FRE/2160,#,#,#,#,#
1795,1795,Food Riots,food riots occurring at Horsham / in Sussex,dealt with harshly / 'awful and impressive examples' were made.,social / economic,Horsham / Sussex,Horsham / Sussex,British Empire,UK National Archives / HO 47/18/22,#,#,#,#,#
1795,1795,Banker (canal construction worker) riot,riot by numerous bankers [canal construction workers]: Following a riot on market day instigated by bankers demanding affordable food / 5 people had been arrested by special constables and imprisoned in the House of Correction. The bankers had threatened to muster 1 /000 comrades to set the prisoners free / whereupon Oswin had requested the provision of a guard from the Commanding Officer and the crowd had dispersed. ,"Francis Smeath / John Edwards / Thomas May / Edward Hicks and Elias Huddlestone / known as bankers / arrested on 1 August for assembling / behaving in a riotous and tumultuous manner / and for refusing to disperse / offenders having solemnly promised not to be guilty of such offences again / were discharged ""with a warning to all not to offend against the public peace""",social / economic,Isle of Ely,Isle of Ely,British Empire,UK National Archives / HO 42/35/143,#,#,#,#,#
1795,1795,Corn Riot,riot at Knottingley / corn in transit had been stopped and detained / greatest discontent in the populous areas to the west,#,social / economic,Knottingley / England,Knottingley / England,British Empire,UK National Archives / HO 42/35/149,#,#,#,#,#
1795,1795,Bankers' riot,outrageous lawless bankers' building canals at Tydd St Mary [Lincolnshire] and from the Old River [Nene] to Outwell. Those at Tydd St Mary had threatened farmers in the parish of Tydd St Giles / requiring them to supply them with bread and to sell them mutton at 4d per pound / failing which their houses would be razed to the ground. ,The farmers had come to Wisbech to consult the town gentlemen about the supply of bread to the poor but had been disappointed by deferment of the discussion and now / in great fear of their wheat being seized as it was reaped / requested immediate military protection.,social / economic,Lincolnshire / England,Lincolnshire / England,British Empire,UK National Archives / HO 42/35/113,#,#,#,#,#
1795,1795,Battle of the Diamond / Foundation of the Orange Society,planned confrontation between the Catholic Defenders and the Protestant Peep o' Day Boys,The Peep o' Day Boys were the victors / killing circa 6 Defenders / with some wounded Peep o' Day boys in return.,social / economic,Loughgall / Co. Armagh / Ireland,Loughgall / Co. Armagh / Ireland,British Empire,#,#,#,#,#,#
1795,1795,Expected food riots,"Mayor of Salisbury / complaining of the practice whereby dealers buy up everything in the market before the inhabitants are served so that the latter must pay extortionate prices to the former, and requiring the mayor and corporation to 'execute their office' and gain the goodwill of the city or / failing this / to expect riot and the destruction of the carriers.",#,social / economic,New Sarum / Salisbury / Wiltshire,New Sarum / Salisbury / Wiltshire,British Empire,UK National Archives / HO 42/34/132,#,#,#,#,#
1795,1795,Corn Riot,"local riot at Newhaven / Sussex, taking of a vessel property of Messrs Catt and Barton / millers of Bishopstone Tide Mill / Newhaven / Sussex, and the removal of 157 sacks of flour from the vessel","William Midwinter / a soldier of the Oxfordshire Militia / convicted (along with William Avery another soldier in the same regiment), accused petition for clemency",social / economic,Newhaven / Sussex / England,Newhaven / Sussex / England,British Empire,UK National Archives / HO 47/18/24,#,#,#,#,#
1795,1795,Corn Riot,public meeting held at Saxlingham [Nethergate] at which a man wearing a hat with a ribband or cockade made a speech and gave away leaflets / a copy of which was enclosed. Several similar meetings had been held / as the high price of corn and other necessities was providing an excuse for ill-disposed persons to harangue the common people. Fellowes had issued a warrant for the arrest of the speaker James Besey. A postscript states that he had been told of a dangerous riot at Diss. ,pamphlet signed by 'A friend to reform' / was circulated / which - inter alia - criticised the House of Commons' commitment to the present system / composed as it was of 'land-monopolists / commissaries / contractors and pensioners' / and describes 'Our Hell-Born Minister' as no better than the Empress of Russia / the King of Prussia or the Emperor of Germany,social / economic,Saxlingham / Nethergate,Saxlingham / Nethergate,British Empire,UK National Archives / HO 42/36/85,#,#,#,#,#
1795,1795,Flour Riot ,"Tewkesbury [Gloucestershire] in late June 1795: rioting when wheat flour had been forcibly taken from barges at the quay (property of James Lamb) and carried off / mainly by females, aim was to prevent flour from being sold elsewhere.","civil power suppressed the riot with difficulty, arrests made, collective petition on behalf of several men and women who had been convicted, sex and young age of the arrested were taken into consideration.",social / economic,Tewkesbury / Gloucestershire,Tewkesbury / Gloucestershire,British Empire,UK National Archives / HO 42/35/20 / UK National Archives / HO 47/18/38,#,#,#,#,#
1795,1795,Riot,riot in Wells [Wells-next-the-sea] / a seaport / over the shipping of flour. A large number of women / supported by others / had by their riotous behaviour prevented the shipping of flour destined for London. As [Thomas Coke] the magistrate was not available / Townsend and the Reverend Hoste felt it their duty to go to Wells: they also ordered a company of the Pembrokeshire Militia to go from their base in Holt [Norfolk] to Warham to wait for further orders. Hoste warned the women of the illegality of their actions and the possible consequences: he also reminded them that they had previously been supplied with flour shipped in from Yarmouth / and / that once peace was restored the magistrates were willing to attend to their needs. ,Having twice read the proclamation in the turmoil / Townshend ordered the militia to march in: they drove the mob off with bayonets and thus secured the safety of the ship and the flour. Coke then arrived and arranged a date to hear from the women about their situation / after which the flour was loaded on the ship and the militia were quartered in the town. Townshend thinks that by this action they have prevented similar disturbances occurring in other parts of Norfolk.,social / economic,Wells-next-the-sea / England,Wells-next-the-sea / England,British Empire,UK National Archives / HO 42/37/173,#,#,#,#,#
1795,1795,Colliers' riot,colliers from Nook Colliery had decided to board a sloop at Haverfordwest / loaded with butter for Bristol / and to divide the cargo amongst themselves. Philipps had asked Captain [Stephen Longcroft] / Regulating Captain at the port of Milford / to provide an escort for the vessel. Philipps then met a great crowd of men / women and children / armed with wooden clubs / in the main street of Haverfordwest and had advised them to disperse. Mr Bateman / an attorney / and James Summers / his curate / had come to Philipps's aid and beaten off the attackers. Mr Milles of Lincoln's Inn and others came to assist / the Militia were summoned and ordered to load their firearms / and the Riot Act was read / at which the colliers ran off / two being arrested and jailed. ,Without this intervention in the High Street / the colliers would have reached the Quay and the sloop would have been gutted. The sloop sailed that evening with a merchant / a magistrate and 20 militia men on board. [Lieutenant Colonel Thomas Knox] had agreed to bring the Fishguard Fencibles to Haverfordwest / allowing the Militia to return to Pembroke. Philipps had released the jailed colliers after they had entered into recognizances for their good behaviour. They had informed him that / had they succeeded in unloading the butter / they intended to seize all the corn at the next market. Philipps understood that the colliers had been encouraged by one or more people of property in Haverfordwest and he suggests an advertisement be placed in the Gazette offering a reward for the discovery of the offenders / ensuring that such advertisement be copied in papers that were read locally such as the Evening Mail  / the Sun  / the Star and Farley's Bristol Journal.,social / economic,Williamston / Pembrokeshire,Williamston / Pembrokeshire,British Empire,UK National Archives / HO 42/35/178,#,#,#,#,#
1795,1795,Food riot at Ely,a riot at Ely a few days earlier as a result of the scarcity and high price of provisions. ,Fearing another riot on market day / the magistrates had asked for troops to protect them. Hardwicke asks for the magistrates to be given the power to call on the cavalry stationed at Mildenhall / even though it is in Suffolk.,social / economic,Wimpole / England,Wimpole / England,British Empire,UK National Archives / HO 42/36/92,#,#,#,#,#
1795,1795,Wheat riot,Although constables had been charged to use every effort to keep the peace and prevent tumult and riot / the inhabitants of Witney had seized wheat being taken out of the area and brought it back for sale at a low price. The lower class of people were saying that farmers and jobbers were demanding double the price they would have taken three weeks before.  ,Willoughby concludes by saying that / if Government had wished to remove grain from the county / they should have satisfied the inhabitants that enough would be left for their own consumption.,social / economic,Witney / England,Witney / England,British Empire,UK National Archives / HO 42/35/154,#,#,#,#,#
1795,1796,slave rebellions in the Caribbean,slaves inspired by the Haitian Revolution,#,slavery / rights of freed slaves,Cuba / Dominica / Saint Lucia / Saint Vincent / Grenada / CuraÃ§ao / Guyana,Carribean Islands,British Empire / Kingdom of France,#,#,#,#,#,#
1795,1796,Caribbean slave revolts,In those years broke out several slave rebellions in the entire Caribbean / influenced by the Haitian Revolution.,#,slavery / rights of freed slaves,"in Cuba / Jamaica (Second Maroon War / Dominica (Colihault Uprising / Louisiana (Pointe Coupée conspiracy / Saint Lucia (Bush War / so-called ""Guerre des Bois"" / Saint Vincent (Second Carib War / Grenada (Fédon's rebellion / Curaçao (led by Tula / Guyana (Demerara Rebellion and in Coro / Venezuela (led by José Leonardo Chirino",Carribean Islands,British Empire / Kingdom of France,#,#,#,#,#,#
1796,1796,(alleged) Jacobin Plot,accusation against Irish military staff to have plotted a French revolutionary invasion,#,alleged / planned,British Isles,British Isles,British Empire,#,#,#,#,#,#
1796,1796,Alleged corn or bread riot,#,#,alleged / planned,Somerton / Somerset,Somerton / Somerset,British Empire,UK National Archives,#,#,#,#,#
1796,1796,Riot,riot at Kettlewell,indictment of constable neglecting his duty in not quelling the riot,context unclear,Kettlewell / England,Kettlewell / England,British Empire,West Yorkshire Archive Service / Wakefield QS1/135/4,#,#,#,#,#
1796,1796,Riot,#,#,context unclear,Lancashire / England,Lancashire / England,British Empire,Lancashire Archives DDX351,#,#,#,#,#
1796,1796,Riot,George Shaw / Edward Holeday / Thomas Holeday / Christopher Holeday and Simon Bousfield all of Stainmore husbandmen to answer to a bill of indictment to be preferred against them by David Blacklaw servantman for assault and riot,#,context unclear,Westmorland,Westmorland,British Empire,Cumbria Archive Centre / Kendal WQ/SR/546/8,#,#,#,#,#
1796,#,Action of 13 October 1796,British victory,British victory,international,off Cape Gata / Mediterranean Sea,off Cape Gata / Mediterranean Sea,British Empire,#,Q4677253,#,#,#,#
1796,#,Atlantic raid of June 1796,British victory,British victory,international,Western Approaches / Atlantic Ocean,Western Approaches / Atlantic Ocean,British Empire,#,Q19870870,#,#,#,#
1796,1796,John Hartland Riot,"riot instigated by journeyman brush-maker John Hartland / attack on a ""crimping house"" (where men are bribed into sailing or army enlistments for drink), rioters gathered all day outside Lowthorpe's house throwing stones and breaking the door down with a tree / burning the contents of the bar and pulling down walls and breaking windows. ","John Hartland and James Maxey convicted at the Surrey Lent Assizes in 1796 / for rioting at the Obelisk / St. George's Fields / Southwark / and demolishing the tavern house / property of Thomas Lowthorpe / keeper of the Royal George Tavern / on 14 July 1795 [1796?], Light Horse Guards quelled the riot, grounds for clemency: that Hartland wore different clothes to the man identified as tearing down the tree / that he was in the Circus Tap all evening and was so amazingly drunk that he was incapable of being involved in the riot / that their role in the riot was as a result of too much drink not disaffection to the Crown and the constitution / that they are not members of 'certain Societies' [radical societies]. Initial sentence: death. Recommendation: hesitates to recommend mercy [really addresses the case of Maxey in his recommendation]",military regulations / peace-keeping,St. George's-Fields / Southwark / England,Southwark / England,British Empire,#,#,#,#,#,#
1796,1796,Riot,riot that occurred at a sub division meeting for hearing appeals against the new supplementary militia / at Stow on Thursday 8 December 1796. The lists were taken from the constables and torn. Requests that a troop of horse attend at Stow on the Wold on Thursday 29 December 1796 / the day fixed for appeals / and business would proceed quietly. ,#,military regulations / peace-keeping,Stow / England,Stow / England,British Empire,UK National Archives / HO 42/39/104,#,#,#,#,#
1796,1796,Riot,accusation of inciting riot at Dewsbury against David Morton of Sheffield,#,personal disputes,Dewsbury / England,Dewsbury / England,British Empire,West Yorkshire Archive Service / Wakefield QS1/135/6,#,#,#,#,#
1796,1796,Miners' Riot,rioting miners in Cornwall (Helston / Truro and Redruth) on 6 April 1796: The miners there are said to be 'strongly tinged with Jacobinical Principles'. ,"The Worcestershire Militia were sent for support, riot quelled under the command of Major St John and his reinforcements. Several arrest were made an hour after the riot act was read.",social / economic,Cornwall / Britain,Cornwall / Britain,British Empire,UK National Archives / HO 42/38/82 / Cornwall Record Office QS/1/6/361-379,#,#,#,#,#
1796,1796,Riot,alleged bread or corn riot at Somerton,#,social / economic,Somerton / England,Somerton / England,British Empire,Somerset Heritage Centre (South West Heritage Trust) DD/S/BT/27/10/2,#,#,#,#,#
1796,1796,Anticipated sailors' riot,situation in Wells [Norfolk] after flour had been shipped:  threatened riot by the sailors. It is thought that during the last riot the sailors would have fired on the magistrates and troops if the opportunity had arisen.,#,social / economic,Wells / Norfolk / England,Wells / Norfolk / England,British Empire,UK National Archives / HO 42/38/49,#,#,#,#,#
1796,#,Kandyan Wars,British versus Sinhalese,British victory / end of 2 /357 years of Sinhalese independence,international,Kingdom of Kandy,Kingdom of Kandy,British Empire / Sinhalese Kingdom,#,Q6361719,#,#,Q1530762,Kingdom of Kandy
1797,1797,Riot,riot at Ashton between soldiers and inhabitants,#,context unclear,Ashton / England,Ashton / England,British Empire,Wigan Archives and Local Studies D/D Lei C/748,#,#,#,#,#
1797,1797,Disorders aboard HMS Gibraltar,general remarks about the discipline on board HMS Gibraltar which James Hunter / surgeon / describes as a 'scene of confusion / anarchy and disorder the like of which I never witnessed before'.,#,context unclear,British Isles,Great Britain,British Empire,UK National Archives / ADM 101/101/6/1,#,#,#,#,#
1797,1797,Sailors' riot / alleged marines' riot,"sailors now quiet, false report of marines riot.",#,context unclear,Staffordshire / England,Staffordshire / England,British Empire,Staffordshire and Stoke-on-Trent Archive Service: Staffordshire County Record Office D3388/33/5,#,#,#,#,#
1797,1797,Riot,Riot at North Shields,#,context unclear,Surrey / England,Surrey / England,British Empire,Northumberland Archives QSO/14 / p 369,#,#,#,#,#
1797,1797,Intended Scottish Rebellion,"plans for a Scottish Rebellion against the Kingdom of Great Britain, a French emissary toured Scotland / lecturing to radical groups on French plans to assist the revolutionary agenda of the United Scotsmen",rebellion failed,government,Scotland / Britain,Scotland / Britain,British Empire,#,#,#,#,#,#
