Title word,Count,Field,Type,Connotation
ardently,1,context,quality / status,context
assessed,1,context,quality / status,context
atrocious,1,context,quality / status,context
authoritie / authority,7,context,quality / status,context
autres,1,context,quality / status,context
bad,2,context,quality / status,context
bandaged,1,context,quality / status,context
beauties,1,context,quality / status,context
besorglicher,1,context,quality / status,context
best,4,context,quality / status,context
betrayed,1,context,quality / status,context
better,3,context,quality / status,context
beunruhigte,1,context,quality / status,context
bewährtesten,1,context,quality / status,context
bienaimez,1,context,quality / status,context
blank,2,context,quality / status,context
blinded,1,context,quality / status,context
blunt,1,context,quality / status,context
bona,1,context,quality / status,context
bound,5,context,quality / status,context
braun,2,context,quality / status,context
brief,9,context,quality / status,context
brieff,2,context,quality / status,context
brown,2,context,quality / status,context
burlesque,1,context,quality / status,context
calm,1,context,quality / status,context
candor,1,context,quality / status,context
carefully,1,context,quality / status,context
careless,3,context,quality / status,context
cast,21,context,quality / status,context
castr,3,context,quality / status,context
celebrated,2,context,quality / status,context
celebrating,1,context,quality / status,context
chiefly,2,context,quality / status,context
closed,1,context,quality / status,context
coloured,1,context,quality / status,context
compleat,2,context,quality / status,context
compleated,1,context,quality / status,context
complete,5,context,quality / status,context
composed,2,context,quality / status,context
comprehensive,1,context,quality / status,context
comprised,1,context,quality / status,context
comprising,1,context,quality / status,context
concerned,11,context,quality / status,context
concerning,18,context,quality / status,context
concise,2,context,quality / status,context
concluded,1,context,quality / status,context
condemned,2,context,quality / status,context
condition,2,context,quality / status,context
conditions,1,context,quality / status,context
conduct,6,context,quality / status,context
conducted,2,context,quality / status,context
confidence,1,context,quality / status,context
confuted,1,context,quality / status,context
consecrated,2,context,quality / status,context
consequently,1,context,quality / status,context
considerable,1,context,quality / status,context
correct,6,context,quality / status,context
corrupt,5,context,quality / status,context
cronbegierige,1,context,quality / status,context
crook,1,context,quality / status,context
cut,17,context,quality / status,context
dead,2,context,quality / status,context
decent,1,context,quality / status,context
decorated,1,context,quality / status,context
demolished,1,context,quality / status,context
denckwürdigen,1,context,quality / status,context
dernières,1,context,quality / status,context
dernier,1,context,quality / status,context
deserv(e)d,1,context,quality / status,context
desperandum,1,context,quality / status,context
desperate,2,context,quality / status,context
destroyed,1,context,quality / status,context
different,4,context,quality / status,context
directly,1,context,quality / status,context
disastrous,1,context,quality / status,context
distinct,2,context,quality / status,context
distinguished,1,context,quality / status,context
ditty,1,context,quality / status,context
divers,8,context,quality / status,context
doppelten,1,context,quality / status,context
double,1,context,quality / status,context
dritte,2,context,quality / status,context
due,9,context,quality / status,context
dying,2,context,quality / status,context
easy,3,context,quality / status,context
effectual,7,context,quality / status,context
effectually,2,context,quality / status,context
eifrig,1,context,quality / status,context
eigentliche,1,context,quality / status,context
eight,6,context,quality / status,context
eighteen,1,context,quality / status,context
eighth,1,context,quality / status,context
eightythree,1,context,quality / status,context
either,4,context,quality / status,context
elected,2,context,quality / status,context
elegiac,2,context,quality / status,context
eleventh,1,context,quality / status,context
elsewhere,1,context,quality / status,context
elysian,1,context,quality / status,context
eminent,1,context,quality / status,context
employed,2,context,quality / status,context
endeavouring,1,context,quality / status,context
genauer,1,context,quality / status,context
generous,1,context,quality / status,context
genuine,1,context,quality / status,context
glorious,1,context,quality / status,context
glorwürdigsten,1,context,quality / status,context
good,7,context,quality / status,context
gottlose,1,context,quality / status,context
gracious,8,context,quality / status,context
grand,8,context,quality / status,context
grande,1,context,quality / status,context
gratious,1,context,quality / status,context
graunted,2,context,quality / status,context
gray,2,context,quality / status,context
great,35,context,quality / status,context
greater,2,context,quality / status,context
greatly,1,context,quality / status,context
grey,1,context,quality / status,context
groÃŸe,1,context,quality / status,context
grossen,1,context,quality / status,context
grossmÃ¤chtigen,1,context,quality / status,context
guilty,3,context,quality / status,context
gut,1,context,quality / status,context
half,8,context,quality / status,context
hanged,2,context,quality / status,context
hazardous,1,context,quality / status,context
hereditary,1,context,quality / status,context
heretable,5,context,quality / status,context
heritable,3,context,quality / status,context
heroick,1,context,quality / status,context
herrschenden,1,context,quality / status,context
high,50,context,quality / status,context
highly,1,context,quality / status,context
holy,2,context,quality / status,context
hon[our(able)],17,context,quality / status,context
honest,2,context,quality / status,context
honesty,1,context,quality / status,context
honour,10,context,quality / status,context
honourable,9,context,quality / status,context
horrible,1,context,quality / status,n
hostile,1,context,quality / status,n
humble,5,context,quality / status,p
humbly,3,context,quality / status,p
humorous,1,context,quality / status,context
ï¸¢gezogen,1,context,quality / status,context
abgelassen,1,context,quality / status,context
illegal,2,context,quality / status,context
illustrious,1,context,quality / status,context
immortal,1,context,quality / status,context
impartial,4,context,quality / status,p
imperiales,1,context,quality / status,context
important,4,context,quality / status,p
improper,1,context,quality / status,n
inadequacy,1,context,quality / status,n
inadequately,1,context,quality / status,n
incapable,1,context,quality / status,n
inconveniences,1,context,quality / status,n
indemnifie,1,context,quality / status,context
indemnifying,3,context,quality / status,context
indempnity,1,context,quality / status,context
indifferently,1,context,quality / status,context
industriously,1,context,quality / status,context
infallible,1,context,quality / status,context
infamous,2,context,quality / status,p
infatuated,2,context,quality / status,n
inform[ing/ed],1,context,quality / status,context
,,,,
injured / injurious,2,context,quality / status,n
,,,,
insane,1,context,quality / status,n
inscrib[e]d,1,context,information,context
inserting,1,context,quality / status,context
intended,4,context,quality / status,context
interchanged,1,context,quality / status,context
interesting,4,context,quality / status,context
intestine,2,context,quality / status,context
introduced,2,context,quality / status,context
inundated,1,context,quality / status,n
involved,1,context,quality / status,context
irreversably,1,context,quality / status,context
kett,1,context,name,context
killed,1,context,quality / status,context
kind,2,context,quality / status,po
lang,5,extension,quality / status,context
lined,1,context,quality / status,context
lines,2,context,quality / status,context
long[er],8,extension,quality / status,context
,,,,
loose / lost,2,context,quality / status,context
lorn,1,context,quality / status,context
,,,,
loyal,6,context,quality / status,p
mächtige,2,context,quality / status,context
maimed,1,context,quality / status,context
main,12,context,quality / status,context
mainly,1,context,quality / status,context
maintained,2,context,quality / status,context
major,8,context,quality / status,context
malicious[ly] / maliciousness,7,context,quality / status,n
,,,,
,,,,
manically,1,context,quality / status,n
manifested,1,context,inf,context
manifold,1,number,quality / status,context
miscellaneous,3,number,quality / status,context
miscellany/ies,2,context,quality / status,context
miscellany,2,context,quality / status,context
mischievous,1,context,quality / status,n
misdemeanor[s],3,context,quality / status,n
,,,,
misfortunes,1,context,quality / status,n
murder[ed],16,physical,quality / status,n
,,,,
neue[sten],3,time,quality / status,context
,,,,
neutralität,1,context,quality / status,context
neutrality,1,context,quality / status,context
new,34,context,quality / status,context
,,,,
,,,,
,,,,
,,,,
old,30,context,quality / status,context
original(s),11,credibility,quality / status,po
,,,,
orthodoxa,1,context,quality / status,context
outlawed,1,legal,quality / status,n
,,,,
particularly,8,context,quality / status,context
particular(s) / particvlar,16,definition,quality / status,context
,,,,
peaceable,1,moral,quality / status,p
pecking,1,context,quality / status,context
vereinigte(n),3,context,(power) relation / status,context
,,,,
verstorben,2,physical,quality / status,context
vexatious,1,morals,quality / status,context
victorious,2,ability,quality / status,po
vielen,2,number,quality / status,context
villanously,1,morals,quality / status,n
vindicated,2,morals,quality / status,po
violent,1,morals,quality / status,n
virtue / virtuous,2,morals,quality / status,po
,,,,
völlige,1,number,quality / status,context
vollkommenen,1,number,quality / status,po
vorgestellet,1,context,quality / status,context
voyd,1,context,quality / status,n
wahrhafften,1,morals,quality / status,po
wanckende,1,ability,quality / status,n
warlike,1,context,quality / status,n
warming,1,context,quality / status,po
waste,1,context,quality / status,n
weit,2,extension,quality / status,context
weitläufftig,1,extension,quality / status,context
well,12,context,quality / status,po
welldressed,1,context,quality / status,po
white,4,context,quality / status,context
whole,3,number,quality / status,po
wicked,2,morals,quality / status,n
wider,1,extension,quality / status,context
wilfully,1,morals,quality / status,n
winged,1,physical,quality / status,context
wiped,1,physical,quality / status,context
woollen,1,physical,quality / status,context
worthless,1,economy?,quality / status,n
worthy,2,economy?,quality / status,po
lament[ing/ed],1,emotion,information / communication,context
,,,,
letztverstorbenen,1,death,quality / status,context
mortality,1,physical,quality / status,context
brought,3,development / movement,development,context
leaving,1,development / movement,development,context
made,12,development / movement,quality / status,context
cheap,1,economy?,quality / status,context
brewed,1,food / drink,quality / status,context
born,3,physical,development,context
tode(sfall),4,physical,development,context
,,,,
todten,1,physical,quality / status,context
bloody,2,physical,quality / status,n
lively,1,physical,quality / status,context
certain[e],11,credibility,quality / status,context
,,,,
circulat[ed / ing],2,spatial,development / movement,context
,,,,
cited,2,information / communication,information / communication,context
clearly,1,credibility,q,context
intercepted,1,information / communication,information / communication,context
intitled,1,information / communication,information / communication,context
intituled,10,information / communication,information / communication,context
issued,2,information / communication,information / communication,context
known,2,information / communication,information / communication,context
likely,3,credibility,q,context
mark'd,1,information / communication,information / communication,context
justifying,2,law,quality / status,context
armed,2,military,quality / status,context
befestigte,1,military,quality / status,context
captured,1,military,quality / status,context
bohemian,2,national,id,context
brittannica,1,national,id,context
least,1,number,quality / status,context
many,4,number,quality / status,context
königl,2,politics,quality / status,context
caesareae,1,politics,quality / status,context
civil,5,politics,quality / status,context
crohnsüchtige,1,politics,quality / status,n
käyserl,1,politics,quality / status,context
liberté,1,politics,quality / status,context
liberty(s) / liberties,11,politics,quality / status,context
loyalty,3,politics,quality / status,p
chaired,1,politics / power,quality / status,context
collected,1,relat,quality / status,context
landed,2,relation / posession,quality / status,context
large,4,spatial,quality / status,context
laye,2,relation / posession,quality / status,context
laying,3,relation / posession,quality / status,context
limited,1,spatial,quality / status,context
bigoted,1,religion,quality / status,n
claimed,2,credibility,quality / status,context
grace,7,religion,quality / status,p
arithmetical,1,science,quality / status,context
distinguished,1,social status,quality / status,p
instant,3,time,time,context
jüngsthin,1,time,quality / status,context
junior,1,time,quality / status,context
kurtzbündige,1,time,quality / status,context
kurzer,1,time,quality / status,context
last,13,time,quality / status,context
allowance,1,context,quality / status ,context
allowed,1,context,quality / status ,context
almighty,1,religion,quality / status ,context
heights,1,spatial extension,quality / status?,context
inclosing,1,context,inf,context
including,10,context,inf,context
incorporat(e/ing),5,context,(power) relation / status,context
,,,,
incorporirten,1,context,(power) relation / status,context
aboard,1,context,loc,neutral
adhere,12,context,(power) relation / status,context
along,2,context,(power) relation / status,context
alongside,1,context,(power) relation / status,context
amity,1,context,(power) relation / status,context
among,2,context,(power) relation / status,context
another,1,context,(power) relation / status,context
compar(e)d,3,context,inf,context
,,,,
concerning,1,context,inf,context
,,,,
hold / held,1,context,(power) relation / status,context
select,1,context,(power) relation / status,context
imitation,1,context,inf,context
independency / independent,3,context,(power) relation / status,context
join(t),6,context,(power) relation / status,context
part(s),52,context,context,context
partially,1,context,(power) relation / status,context
verschiedene,1,context,q,context
zugethan,1,context,(power) relation / status,p
zusammen,1,context,(power) relation / status,context
handed,1,context,(power) relation / status,context
hold(ing),15,context,(power) relation / status,context
husbandry,2,context,(power) relation / status,context
allegiance,1,context,(power) relation / status,context
give(n),37,context,(power) relation / status,context
granted,1,context,(power) relation / status,context
grasping,2,context,(power) relation / status,context
hold / held,8,context,(power) relation / status,context
imposed / imposition(s),4,context,(power) relation / status,context
incited,1,context,(power) relation / status,context
abgelassenen,1,context,(power) relation / status,negative
february,5,context,time,context
final,1,context,time,context
friday,3,context,time,context
future,3,context,time,context
november,5,context,time,context
novembre,1,context,time,context
nunc,4,context,time,context
occasion,9,context,time,context
octobr,3,context,time,context
octobris,2,context,time,context
permanent,1,context,time,context
preceded,2,context,time,context
evening,1,context,time,context
geschichte,3,context,time,context
temporal,2,context,time,context
thereafter,1,context,time,context
time(s),20,context,time,context
Tuesday,7,context,time,context
aera,1,context,time,context
afternoon,1,context,time,context
afterwards,1,context,time,context
age(d),58,context,time,context
ancient,2,context,time,context
années,1,context,time,context
anno,8,context,time,context
annoq,1,context,time,context
antient,1,context,time,context
antiquities,1,context,time,context
augusts,1,context,time,context
auld,1,context,time,context
bißheriges,1,context,time,context
calendar,1,context,time,context
clock,5,context,time,context
current,1,context,time,context
d'après,2,context,time,context
date,30,context,time,context
dated,21,context,time,context
day(s),81,context,time,context
december,5,context,time,context
earliest,1,context,time,context
early,5,context,time,context
heutige,1,context,time,context
histoire,2,context,time,context
historic,2,context,time,context
historical,1,context,time,context
historie,2,context,time,context
historisch-politische,1,context,time,context
history,15,context,time,context
hitherto,1,context,time,context
hours,2,context,time,context
ehemaligen,1,context,time,context
ietzo,1,context,time,context
immediately,1,context,time,context
immerdar,1,context,time,context
jahr,1,context,time,neutral
jetzigen,1,context,time,context
jour,12,context,time,context
moment,1,context,time,context
monat,1,context,time,context
monday,6,context,time,context
month,4,context,time,context
monthly,1,context,time,context
morning,4,context,time,context
never,3,context,time,context
next,1,context,time,context
night,3,context,time,context
o'clock,4,context,time,context
oct,27,context,time,context
period,4,context,time,context
tomorrow,1,context,time,context
vorigen,1,context,time,context
vormahls,1,context,time,context
wednesday,2,context,time,context
weekly,3,context,time,context
whilst,2,context,time,context
year(e/s),23,context,time,context
,,,,
yearly,1,context,time,context
,,,,
yesterday,2,context,time,context
zeit,5,context,time,context
zugetragen,1,context,time,context
zugleich,3,context,time,context
künfftigen,1,time,time,context
previous,2,time,time,context
bisshero,2,time,time,context
itzigen,1,time,time,neutral
gibson,1,context,name,context
thurcaston,2,context,name,context
tutchin,1,context,name,context
tutors,1,context,title / person / group,context
true protestant,1,religion,title / person / group,context
navy,1,context,title / person / group,context
taylor,2,context,title / person / group,context
timahoe,2,context,name,context
burgesses,1,social status,title / person / group,context
pope,5,context,title / person / group,context
principal,5,context,title / person / group,context
principaux,1,context,title / person / group,context
principles,3,context,title / person / group,context
feinde,1,context,title / person / group,context
forster,1,context,name,context
gardes,1,context,title / person / group,context
covnt,1,context,title / person / group,context
massen,1,context,title / person / group,context
miller,1,context,title / person / group,context
nation,22,context,title / person / group,context
native(s),3,context,title / person / group,context
composers,1,art,title / person / group,context
commissioner(s),10,context,title / person / group,context
commons,14,context,title / person / group,context
constituents,2,context,title / person / group,context
fiennes,1,context,name,context
senate,2,context,title / person / group,context
anyone,1,context,title / person / group,context
anzahl,1,context,title / person / group,context
assembly / assemblies,6,context,title / person / group,context
audience,1,context,title / person / group,context
brownists,1,context,title / person / group,context
capt[ain],17,context,title / person / group,context
captain(s),12,context,title / person / group,context
committees,3,context,title / person / group,context
company / ies,3,context,title / person / group,context
concitatoribus,1,context,title / person / group,context
convention,7,context,title / person / group,context
corporation,1,context,title / person / group,context
councell,2,context,title / person / group,context
david,6,context,title / person / group,context
defender(s),3,context,title / person / group,context
delegate(s),9,context,title / person / group,context
deputy,2,context,title / person / group,context
dudley,1,context,title / person / group,context
dupes,1,context,title / person / group,context
earl,21,context,title / person / group,context
earle,7,context,title / person / group,context
editor,3,context,title / person / group,context
edmund,2,context,name,context
einheimischen,1,context,title / person / group,context
elector,1,context,title / person / group,context
emeutes,1,context,title / person / group,context
empereur,1,context,title / person / group,context
empress,1,context,title / person / group,context
enemy / ies,8,context,title / person / group,context
erben,3,context,title / person / group,context
esq(uire(s)),35,context,title / person / group,context
excellency,6,context,title / person / group,context
excellenz,1,context,title / person / group,context
eyewitness,2,context,title / person / group,context
familien,1,context,title / person / group,context
family,1,context,title / person / group,context
farmer,1,context,title / person / group,context
figure(s),5,context,title / person / group,context
fletcher,1,context,name,context
foe(s),5,context,title / person / group,context
fools,1,context,title / person / group,context
forestallers,1,context,title / person / group,context
forger,2,context,title / person / group,context
franklin,5,context,name,context
freeholders,2,context,title / person / group,context
fugitive(s),15,context,title / person / group,context
fuzileers,1,context,title / person / group,context
gang,3,context,title / person / group,context
garrisons,1,context,title / person / group,context
geistlichkeit,1,context,title / person / group,context
general,46,context,title / person / group,context
général,2,context,title / person / group,context
générale,1,context,title / person / group,context
generall,1,context,title / person / group,context
generals,1,context,title / person / group,context
gentleman('s) / gentlemen,12,context,title / person / group,context
gentry,1,context,title / person / group,context
gesandschafft,1,context,title / person / group,context
ghost,3,context,title / person / group,context
hangman,1,context,title / person / group,context
hrn,1,context,title / person / group,context
informer(s),9,context,title / person / group,context
inhabitants,7,context,title / person / group,context
intelligencer,2,context,title / person / group,context
investors,2,context,title / person / group,context
invisible observator,1,context,title / person / group,context
iudge,1,context,title / person / group,context
l'anglois,1,context,title / person / group,context
leutenamt,1,context,title / person / group,context
lord(s),96,context,title / person / group,context
lunatics,1,context,title / person / group,context
magistrate(s),11,context,title / person / group,context
maj[esty]/maiesties/majesties,181,context,title / person / group,context
majestät,2,context,title / person / group,context
majestatis,1,context,title / person / group,context
majesté,2,context,title / person / group,context
majority,1,context,title / person / group,context
member(s),22,context,title / person / group,context
merchant(s),4,context,title / person / group,context
messire,2,context,title / person / group,context
mgr,2,context,title / person / group,context
militia,3,context,title / person / group,context
minister(s),11,context,title / person / group,context
ministry,3,context,title / person / group,context
mons[ieur],20,context,title / person / group,context
multitudes,1,context,title / person / group,context
murderers,2,context,title / person / group,context
nobility,1,context,title / person / group,context
noble,3,context,title / person / group,context
nobleman,1,context,title / person / group,context
oberbefehlhaber,1,context,title / person / group,context
observator,2,context,title / person / group,context
outlaws,1,context,title / person / group,context
painter,1,context,title / person / group,context
patriot,1,context,title / person / group,context
paupers,1,context,title / person / group,context
peasants,1,context,title / person / group,context
peers,2,context,title / person / group,context
peintre,2,context,title / person / group,context
people,46,context,title / person / group,context
person(s) / personne(s) / Person(en),125,context,title / person / group,context
petitioners,2,context,title / person / group,context
placemen,1,context,title / person / group,context
president,4,context,title / person / group,context
primate,1,context,title / person / group,context
princes,4,context,title / person / group,context
princesse,1,context,title / person / group,context
princessin,2,context,title / person / group,context
printer(s),11,context,title / person / group,context
printsellers,1,context,title / person / group,context
prin(t)z(en),16,context,title / person / group,context
prisoners,5,context,title / person / group,context
procurator,1,context,title / person / group,context
protector,2,context,title / person / group,context
protestirende,1,context,title / person / group,context
public,27,context,title / person / group,context
publica,1,context,title / person / group,context
publick,10,context,title / person / group,context
publique,1,context,title / person / group,context
publisher(s),8,context,title / person / group,context
queen(e/s),47,context,title / person / group,context
raht,1,context,title / person / group,context
rebel(l)s,18,context,title / person / group,context
reformers,1,context,title / person / group,context
regent,4,context,title / person / group,context
,,,,
religieuses,2,context,title / person / group,context
religious,3,context,title / person / group,context
resident(en),10,context,title / person / group,context
revolutionary,2,context,title / person / group,context
rex/regis,9,context,title / person / group,context
rioters,2,context,title / person / group,context
ritter,2,context,title / person / group,context
robbers,1,context,title / person / group,context
roy,31,context,title / person / group,context
satirist,1,context,title / person / group,context
satyr,1,context,title / person / group,context
schoolmaster,1,context,title / person / group,context
scotin,1,context,title / person / group,context
scotsman,1,context,title / person / group,context
scribenten,1,context,title / person / group,context
seamen,1,context,title / person / group,context
secretary,8,context,title / person / group,context
seigneurs,1,context,title / person / group,context
selectmen,1,context,title / person / group,context
senators,1,context,title / person / group,context
servants,1,context,title / person / group,context
sheriff,4,context,title / person / group,context
sheriffs,2,context,title / person / group,context
signior,1,context,title / person / group,context
sir,24,context,title / person / group,context
slave,2,context,title / person / group,context
slaves,1,context,title / person / group,context
soldiers,5,context,title / person / group,context
solicitor,2,context,title / person / group,context
spaniard,1,context,title / person / group,context
speakers,1,context,title / person / group,context
spy,1,context,title / person / group,context
squire,7,context,title / person / group,context
staff,1,context,title / person / group,context
statesgeneral,1,context,title / person / group,context
steward,2,context,title / person / group,context
steward deputes,1,context,title / person / group,context
stewart,1,context,title / person / group,context
successors,1,context,title / person / group,context
supporters,1,context,title / person / group,context
teachers,1,context,title / person / group,context
tenants,4,context,title / person / group,context
tenor,1,context,title / person / group,context
thieves,1,context,title / person / group,context
townguard,1,context,title / person / group,context
townsmen,1,context,title / person / group,context
tradesmen,1,context,title / person / group,context
traitor(s) / traytors,12,context,title / person / group,context
,,,,
,,,,
undersecretary,1,context,title / person / group,context
vicar,1,context,title / person / group,context
vice?,9,context,title / person / group,context
vicepresident,1,context,title / person / group,context
vindicator,1,context,title / person / group,context
viscount,3,context,title / person / group,context
volunteer(s),14,context,title / person / group,context
ward(s),37,context,title / person / group,context
,,,,
weavers,2,context,title / person / group,context
whigs,1,context,title / person / group,context
whiteboy(s),3,context,title / person / group,context
,,,,
williamite,2,context,title / person / group,context
witnesses,1,context,title / person / group,context
writer,1,context,title / person / group,context
yeomanry,1,context,title / person / group,context
accomplices,1,crime,title / person / group,negative
d'orange,1,dynastic,title / person / group,context
apprentice,1,economy,title / person / group,context
bankrupts,1,economy,title / person / group,context
clothiers,1,economy,title / person / group,context
cooper,2,economy,title / person / group,context
dealers,1,economy,title / person / group,context
debtors,4,economy,title / person / group,context
docteur,1,economy,title / person / group,context
doctor,1,economy,title / person / group,context
physician,1,economy,title / person / group,context
postboy,1,economy,title / person / group,context
postmasters,1,economy,title / person / group,context
breechesmaker,1,economy?,title / person / group,context
father(s),2,family,title / person / group,context
friend(s),15,family,title / person / group,context
lover(s),6,human life / body,title / person / group,context
advocate(s),3,law,title / person / group,context
appellant(s),3,law,title / person / group,context
attorney general,1,law,title / person / group,context
respondent,1,law,title / person / group,context
admiral,1,military,title / person / group,context
armies,1,military,title / person / group,context
army,17,military,title / person / group,context
battalion,1,military,title / person / group,context
brigadier,2,military,title / person / group,context
brigadiergeneral,1,military,title / person / group,context
briggadeergeneral,2,military,title / person / group,context
captain lieutenant,2,military,title / person / group,context
captains,1,military,title / person / group,context
conquérant,1,military,title / person / group,context
deserters,1,military,title / person / group,context
lieutenant,17,military,title / person / group,context
lifeguards,1,military,title / person / group,context
americans,1,nation,title / person / group,context
deutsche(n),5,nation,title / person / group,context
dutch,13,nation,title / person / group,context
dutchman,1,nation,title / person / group,context
engelländer,1,nation,title / person / group,context
englishman,1,nation,title / person / group,context
bavarians,1,national,title / person / group,context
alderman,2,politicas,title / person / group,context
adherents,8,politics,title / person / group,context
admirers,1,politics,title / person / group,context
king(s),167,politics,title / person / group,context
könig(e/s/n),53,politics,title / person / group,context
,,,,
,,,,
,,,,
königin,3,politics,title / person / group,context
königlichen,1,politics,(po,context
königreich,5,politics,title / person / group,context
kurfürst(en),3,politics,title / person / group,context
loyalists,2,politics,title / person / group,context
mankind,1,politics,title / person / group,context
mayor,3,politics,title / person / group,context
mayst,1,politics,title / person / group,context
politician,1,politics,title / person / group,context
postmastergeneral,1,politics,title / person / group,context
prätendenten,1,politics,title / person / group,context
pretender(s),11,politics,title / person / group,context
provost,4,politics,title / person / group,context
amis,1,private,title / person / group,context
daughter(s),3,private,title / person / group,context
manufacturers,1,profession,title / person / group,context
landlord,1,relation / posession,title / person / group,context
l'evêque,1,religion,title / person / group,context
marien,1,religion,title / person / group,context
god,6,religion,title / person / group,context
angel,2,religion,title / person / group,context
antichrist,1,religion,title / person / group,context
baptist,1,religion,title / person / group,context
battista,1,religion,title / person / group,context
church government,1,religion,title / person / group,context
dean,1,religion,title / person / group,context
devil,1,religion,title / person / group,context
dominican,1,religion,title / person / group,context
faithful,2,religion,title / person / group,context
monck,1,religion,title / person / group,context
papists,3,religion,title / person / group,context
preacher(s),3,religion,title / person / group,context
presbyterian,3,religion,title / person / group,context
priest,4,religion,title / person / group,context
protestant(en),13,religion,title / person / group,context
protestants,2,religion,title / person / group,context
provinzial,1,religion,title / person / group,context
quaker(s),9,religion,title / person / group,context
rector,1,religion,title / person / group,context
saint,4,religion,title / person / group,context
seminary priests,1,religion,title / person / group,context
zealot,1,religion,title / person / group,context
lad,1,social status,title / person / group,context
man('s),2,social status,title / person / group,context
burger,1,social status,title / person / group,context
burghers,1,social status,title / person / group,context
baron,7,social status,title / person / group,context
baronet,2,social status,title / person / group,context
beggars,1,social status,title / person / group,context
duce,5,social status,title / person / group,context
duchess,1,social status,title / person / group,context
duke,22,social status,title / person / group,context
dutchess,1,social status,title / person / group,context
knight,2,social status,title / person / group,context
lads,2,social status,title / person / group,context
lady,27,social status,title / person / group,context
marquess,1,social status,title / person / group,context
marquis,2,social status,title / person / group,context
master(s),12,social status,title / person / group,context
man / men,149,social status,title / person / group,context
adjutant,1,context,title / person / group,context
(White-)hall,37,context,loc / institution,context
