"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"JFA3PCNV","journalArticle","1785","Anon.","Rezension: Geschichte der Kriege in und ausser Europa","Allgemeine Literaturzeitung","","","","","","1785","2020-06-03 15:33:34","2020-06-03 15:33:34","","[1]","","29 January","24","","","","","","","","","","de","","","","","","","00000","","","","#AmericanRevolution","","","","","","","","","","","","","","","","Korn, Christoph Heinrich","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R44ZS929","journalArticle","1985","Miller, Eugene F.; Schwartz, Barry","The Icon of the American Republic: A Study in Political Symbolism","Review of Politics","","","","","","1985","2020-06-03 15:33:34","2020-06-03 15:33:34","","516-543","","4: October","47","","","Icon","","","","","","","","","","","","","","00006","","","","#AmericanRevolution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7RSHLKBS","journalArticle","2001","Flavell, Julie M.","Government Interception of Letters from America and the Quest for Colonial Opinion in 1775","The William and Mary Quarterly","","","","","","2001","2020-06-03 15:33:34","2020-06-03 15:33:34","","403-430","","April","58, 2","","","Government interception of letters","","","","","","","","","","","","","","","","","","#AmericanRevolution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NCRVDNUP","webpage","2007","The New York Public Library's Online Exhibition Archive","Selections from the C.W. McAlpin Collection. Section IV. Fictitious Portraits of Washington","From Revolution to Republic in Prints and Drawings","","","","http://web-static.nypl.org/exhibitions/revolution/selection4.html","General Washington’s fame reached Europe before any accurate portraits of him did. Lacking any examples of his actual appearance, foreign publishers commissioned fictitious portraits. As early as 1775, publishers in London were already issuing prints of American Revolutionaries that bore no resemblance to the men themselves. These prints then served as models for printmakers elsewhere in Europe. In a similar vein, some American printmakers who had access to reproductions of life portraits chose not to copy them faithfully, but to use them simply as a starting point for decorative or allegorical creations.   Anonymous (British, 18th century) after “Alexander Campbell” George Washington, Esqr. General and Commander in Chief of the Continental Army in America Mezzotint and line engraving [London]: C. Shepherd, 1775 The publisher of this fictitious representation of Washington claimed a fraudulent attribution in order to give it a sense of authenticity. The inscription “Done from an Original, Drawn from the Life by Alexr. Campbell of Williamsburgh in Virginia” is entirely false. No such artist is known to have existed, and Washington himself denied having ever met Campbell, let alone posing for him. With good humor Washington declared in a letter: “Mr. Campbell, whom I never saw to my knowledge, has made a very formidable figure of the Commander-in-Chief, giving him a sufficient portion of terror in his countenance.” This print, along with a three-quarter–length portrait of Washington by “Campbell,” was widely circulated in Europe, inspiring many copies and variations, including the following print by Johann Martin Will.   Johann Martin Will (German, 1727–1806) George Washington, Esqr. General and Comander of the Continental Army in America Engraving and etching with hand-coloring Augsburg, ca. 1775–81 Will clearly based this representation of Washington on the fictitious equestrian portrait by “Campbell.” For his version, published in Germany, Will included an inscription in French and German that appears to taunt Great Britain and question that country’s prospect of victory over the colonies.   Anonymous (French, 18th century) George Washington Ecuyer Général de l’Armée Anglo-amériquaine nommé Dictateur par le Congrès en Fevr. 1777; George Washington Ecuyr. Général and Commander en Chief of the Continental Army in America Engraving and etching Paris: Crepy, ca. 1777–81 Charles Henry Hart likened this print to portraits of William III (1650–1702), King of England, Scotland, and Ireland (r. 1689–1702). It certainly bears more resemblance to equestrian portraits of European monarchs of that period than to Washington or any of his contemporaries. The inscription states that Washington was nominated as ruler by Congress in February 1777. In fact, he was selected by Congress as commander in chief in June 1775, and elected president by the electoral college in April 1789. February 6, 1778, marked the date of France’s alliance with the United States.   Attributed to John Norman (English, ca. 1748–1817; active in the United States ca. 1774–1817) The True Portraiture of His Excellency George Washington Esqr. in the Roman Dress, as Ordered by Congress for the Monument to Be Erected in Philadelphia, to Perpetuate to Posterity the Man Who Commanded the American Forces Through the Late Glorious Revolution Engraving and etching, ca. 1783 Although a representation of Washington in 16th-century European armor may seem laughable, this print, as evidenced by the inscription, was inspired by a commission by the Continental Congress. In 1783, shortly before the signing of the Treaty of Paris, Congress voted unanimously to erect an equestrian statue of Washington and, according to its Journal of August 7, decided “That the statue be of bronze: The General to be represented in a Roman dress, holding a truncheon in his right hand, and his head encircled with a laurel wreath.” Norman, if he was in fact the author, based the head on Charles Willson Peale’s 1776 portrait of Washington (on view here in a mezzotint attributed to Joseph Hiller). His solution for “Roman dress” was a figure in armor that he copied, along with the background battle scene, directly from an engraving by William de la More in John Guillam’s Display of Heraldry, a 1724 edition of which was in the possession of Norman’s acquaintance John Coles, Sr. Armor is also a timeless symbol of military strength, and therefore emblematic of Washington’s prowess as general.   Attributed to Paul Revere (American, 1735–1818) His Excellency George Washington, Esq; Commander in Chief of the Armies of the United States of America Relief print, [1780] Charles Willson Peale’s 1776 painting was the first life portrait of Washington to be copied in American prints, and it was done so extensively, beginning with the mezzotint attributed to Joseph Hiller, also on view here. These copies, many only vaguely reminiscent of the original painting, appeared in numerous books, almanacs, and primers. In this print, which first appeared in a 1781 almanac and subsequently in a number of New England primers of the 1780s and 1790s, the Washington portrait has been greatly simplified as a little decorative relief cut for insertion in the text. It was probably engraved from type metal by Paul Revere, the Boston silversmith, printer, and Revolutionary. Revere based the image on an engraving for the 1780 Philadelphia almanac by John Norman, which in turn was based on Peale’s portrait.","2007","2020-06-03 15:33:34","2020-06-03 15:33:34","","","","","","","","Selections","","","","","","","English","","exhibition review / selection","","","","","00000","","","","portraits; George Washington; #AmericanRevolution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZFWHBJRB","journalArticle","1775","Anon.","America","The Scots Magazine","","","","","Government Interception of Letters from America Title 	The Scots magazine. Uniform Title 	Scots magazine (Edinburgh, Scotland : 1739) Publication Details 	Edinburgh : Printed by Sands, Brymer, Murray and Cochran, 1739-1793. Current Frequency 	Monthly Publication History 	Jan. 1739-Dec. 1793 Notes 	Title from caption. Appendix issued at the end of each year also includes vol. t.p., and indexes. Numbering for vol. 1-55, 1739-1793, on vol. t.p.; issues within vols. are designated by month only. Microfilm. Ann Arbor, Mich. : University Microfilms International. 15 microfilm reels ; 35 mm. (English literary periodicals ; reel 45-59). Reel no. varies with microfilm publication: 4E. Subject Headings 	English literature -- 18th century -- History and criticism -- Periodicals. English literature. Politics and government Great Britain -- Politics and government -- 1714-1820 -- Periodicals. Great Britain. Other Format 	Original Continued By 	Scots magazine, or, General repository of literature, history, and politics (DLC)sf 98093125 (OCoLC)7182675 Languages 	English","1775","2020-06-03 15:33:34","2020-06-03 15:33:34","","[not paged]","","November","37 [11]","","","","","","","","","","","","","","","","","","","","","#AmericanRevolution","","Sands; Brymer; Murray; Cochran","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UUTGGYTC","journalArticle","1775","Gage, Thomas","Thursday Night's Post. From the London Gazette. Extract of a letter from the Honourable Lieutenant to the Earl of Dartmouth, dated Boston, August 20, 1775","Chester Chronicle, Or Commercial Intelligencer","","","","","In contrast to the vast majority of American newspapers and many oppisitional papers in England, the London Gazette - and the Chester Chronicle accordingly - were among the few papers who did not only publish Washington's accusations against Gage but also printed Gage's justification. As Washington accused Gage of treating captivated American officers unduely, Gage responded on August 13, 1775: ""To the glory of civilized nations, humanity and war have been compatible, and compassion to the subdued is become almost a general system. Britons, ever pre-eminent in mercy, have outgone common examples, and overlooked the criminal in the captive. Upon these principles your prisoners, whose lives by the law of the land are destined to the cord, have hitherto been treated with care and kindness, and more comfortably lodged than the King's troops in the hospitals; indiscriminately it is true, for I acknowledge no rank that is not derived from the King. My intelligence from your army would justify severe recrimination. I understand there are of the King's faithful subjects, taken some time since by the rebels, labouring like Negro slaves, to gain their daily subsistence, or reduced to the wretched alternative, to perish by famine, or take arms against their King and Country. THose who have made the Treatment of the prisoners in my Hand, or of your other friends in Boston, a pretence for such measures, found barbarity on falsehood. I would willingly hope, Sir, that the Sentiments of liberality, which I have always believed you to possess, will be exerted to correct these misdoings: be temperate in political disquisition: give free Operation to truth, and punish those who deceive and misrepresent, and no only the effects, but the causes, of this unhappy conflict will be removed. Should those, under whose usurped authority you act, controll (sic) such a Disposition, and dare to call severity Retaliation, to God, who knows all hearts, be the Appeal for the dreadful consequences."" Title 	The Chester chronicle, or, Commercial intelligencer. Variant Title 	Chester chronicle Commercial intelligencer Uniform Title 	Chester chronicle, or, Commercial intelligencer (Online) Publication Details 	Chester [England] : Printed by Poole, Barker and Co., 1775- Current Frequency 	Weekly Publication History 	No. 1 (May 2, 1775)- Notes 	Access restricted to authorised University of Cambridge users Text (electronic journal). Mode of access: World Wide Web.","1775","2020-06-03 15:33:34","2020-06-03 15:33:34","","[not paged]","","Monday, September 25","22","","","Thursday Night's Post","","","","","","","English","","","","","","","00000","","","","#AmericanRevolution","","Poole; Barker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G3GTG8WT","journalArticle","1775","Anon.","London, September 19. The Continental Congress have published an address to the People of Ireland, containign some severe strictures on the mode of governing, adopted in Britain at the conclusion of the last war.","Chester Chronicle, Or Commercial Intelligencer","","","","","This address is not quoted in Detail but Shows how eager Congress was at the beginning of the Revolutionary War to find solidarity among other disadvantaged British citizens. The tone is pathetic: ""We already anticipate the golden period, when liberty, with all the gentle arts of peace and humanity, shall establish her mild dominion in this western world; and erect eternal monuments to the Memory of those virtuous patriots and martyrs, who shall have fought, bled, and suffered in her cause"". The atmosphere of Retaliation and patriotism on both sides makes us wonder how Congress could still Claim that they didn't aspire Independence. At the same time, it becomes obvious that most Americans didn't really see a clear constitutional alternative to the existing system. And above all, North America lacked a comprehensive Vision of future foreign policy. This is why their Appeals to colonies outside North America soon subsided. Nevertheless, their words to the Irish of 1775 are strong: ""We sympathize with you in your distress and are pleased to find that the design of subjugating us, has persuaded Administration to Dispense to Ireland some vagrant rays of ministerial sunshine - Even the tender mercies of government have been Long cruel towards you - In the rich pastures of Ireland, many hungry parricides have fed and grown strong to labour in ist destruction - We hope the Patient abiding of the meek may not always be forgotten; and God grant that the iniquitous schemes of extirpating liberty from the British empire may be soon defeated. (...) For the achievement of this happy Event, we confide in the good Offices of our fellow-subjects beyond the Atlantic."" The Newspaper continues to state without another Headline: ""Yesterday upwards of one thousand letters from Boston were delivered at the General Post-Office, with near two thousand from the East Indies. A correspondent, who declares himself impartial, thinks the American war in the nature of it must be Long and bloody; the colonists conceive they are fighting for their liberties, and Great Britain is contending for national superiority; both parties have lost sight of the original quarrel, nor are either very attentive to consequences; the sword is drawn, and will not be sheathed while America prefers liberty to life, and the honour and dignity of Great Britain remain cant words at St. James's."" Title 	The Chester chronicle, or, Commercial intelligencer. Variant Title 	Chester chronicle Commercial intelligencer Uniform Title 	Chester chronicle, or, Commercial intelligencer (Online) Publication Details 	Chester [England] : Printed by Poole, Barker and Co., 1775- Current Frequency 	Weekly Publication History 	No. 1 (May 2, 1775)- Notes 	Access restricted to authorised University of Cambridge users Text (electronic journal). Mode of access: World Wide Web.","1775","2020-06-03 15:33:34","2020-06-03 15:33:34","","[not paged]","","Monday, September 25","22","","","London, September 19","","","","","","","English","","","","","","","00000","","","","#AmericanRevolution","","Poole; Barker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DRDSIBCC","journalArticle","1775","Anon.","Extract of a Letter from Corke, Sept. 7","Chester Chronicle, Or Commercial Intelligencer","","","","","Letters from Boston represent the state of our army there to be truly distressing. (...)Desertion continued amongst the troops, notwithstanding strong guards were posted at all the out-Posts; a corporal and some men went off their Posts the night of the 17th of July. Every deserter is paid 20 Dollars in Hand by the Congress of Water-Town, and enters into immediate pay of a shilling per day, with plenty of fresh provisions, which are strong temptations to men who have suffered so much."" Title 	The Chester chronicle, or, Commercial intelligencer. Variant Title 	Chester chronicle Commercial intelligencer Uniform Title 	Chester chronicle, or, Commercial intelligencer (Online) Publication Details 	Chester [England] : Printed by Poole, Barker and Co., 1775- Current Frequency 	Weekly Publication History 	No. 1 (May 2, 1775)- Notes 	Access restricted to authorised University of Cambridge users Text (electronic journal). Mode of access: World Wide Web.","1775","2020-06-03 15:33:34","2020-06-03 15:33:34","","[not paged]","","Monday, 25 September","22","","","Extract of a Letter","","","","","","","English","","","British Newspapers 1600-1950, Cengage Learning","","","","00000","","","","#AmericanRevolution","","Poole; Barker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HJLELAXQ","journalArticle","1775","Anon.","Friday, Two O'Clock, London A respectable correspondent states the following as some of the most material Transactions now carrying on by a Little Ministry in the conduct of a great empire.","Craftsman or Say's Weekly Journal","","","","","1st. Immersing an almost bankrupt nation further in debt for the purpose of exavting a Revenue from colonies, which, admitting they are brought back into subjection, will, in consequence, be disabled from paying. 2nd. Apllying the coffers of the Treasury to Keep up an unnatural Price in the stocks. 3d. Propping up commerce which is languishing in all Corners of the world, by temporary contracts, and the little momentary flush of trade, occasioned by Fitting out fleets and armies. 4th. Cajoling, promising, betraying, and bribing corporate towns like physicians, to make a healthy return of the state of the nation when it is in the last stage of a decay. 5th. Hiring prostituted pens to give the whole of those measures a varnish. 6th, and last, patching, blotching, blundering, and melting away the constitution in every department of it, having neither honesty nor understanding sufficient for such a Situation, and trusting upon all occasions to the chapter of accidents. Ab his Senatoribus Libera nos Domine.""","1775","2020-06-03 15:33:34","2020-06-03 15:33:34","","[not paged]","","Saturday, September 23","894","","","Friday, Two O'Clock, London","","","","","","","English","","","","","","","00000","","","","#AmericanRevolution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UZUG6VUS","journalArticle","1775","Anon.","Friday, September 22. London. The following are COPIES of three GENUINE Letters from General Washington's Aid de Camp, and Secretary, to their friend in Philadelphia","Craftsman or Say's Weekly Journal","","","","","This paragraph contains the same fragmentary letters which were also published in other London newspapers of September 1775. The letters are dated July 25 to July 28, 1775, and were supposedly written at Washington's Headquarters in Cambridge. In the context of the 'Craftsman or Say's Weekly Journal', they may have served the purpose to criticise the London ministry, which also publishes attacks upon ""a Little Ministry in the conduct of a great empire"". All in all, such reports from America may have facilitated the sale of Shepherd's fictitious Portraits.","1775","2020-06-03 15:33:34","2020-06-03 15:33:34","","[not paged]","","September 23","894","","","Friday, September 22","","","","","","","English","","","","","","","00000","","","","#AmericanRevolution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KQKMFUCT","journalArticle","1775","Political Looking-Glass [pseud.]","For the Morning Post. To Sir George Warren","The Morning Post, and Daily Advertiser","","","","","The ""Morning Post"" largely defends government policy and is particularly critical of inner-British Opposition, e.g. John Wilkes.  The author who calls himself the ""Political Looking-Glass"" writes: ""Already, Sir, we have lamentable proof, how far the prejudices of a few men of abilities and power extend, over a weak and deluded People. (...) Sir, when we come to consider, that the prejudieces and passions of mankind often are inflamed and flow like a tumultuous Tide, hurried away by every equinoxious (?) gust, and in this Country more than any other, where freedom is the wide boundary, and every species of licentiousness reigns unchecked, under the veil of liberty; every settled form of government becomes a load, and variety, as to the prostitute, becomes a charm to every republican and factious Spirit; (...) yet there is a period, when the understanding Everts to the brain, when prejudices subside, and then no People under heaven, have a clearer view, or a more forcible understanding than Britons. (...) To oppose a principle of virtue and loyalty, to the current of faction and Opposition, in these degenerate days, Displays a man fool-hardy in the act of Applause. (...) speak in the Senate-house, tear up the roots of the legislature, dismember the empire of its largest and most profitable wing, shape your Argument to inflame, and upon it hangs all the delicious fruit of popular Applause, spirited Argument, and seasoned declamation. (...) you have brought to the legislature a reinforcement more formidable against America, than legions of British soldiers; the concurrent voice of the People are the strenght of a nation. Upon that promised idea of Division at home, America grew formidable; London Held up the Monster, and smaller town, under her influence trembled at the hedious Cyclops. But Sir, when Birmingham, Manchester, Liverpool, Hull, Lancaster, Leicester, shew a praise-worthy example to their beloved King and Country, when Britons behold their interests, their credit, and honour, at stake, when they behold their Navigation laws tore away, the foundation of our Commercial intercourse and Advantage with America, and her trade Extended over Europe; when they see a rebellious army, fanatically mad, opposing the undenied power of the British legislature, can ther be a nuterlift (?), can there be a Briton who will not take an active part? (...) Such, SIr, is the duty of every Representative of County, City and borough, to recommend to his constituents; and were London not pathetically cursed by the jurisdiction fo men, who Sport with the liberties and honour of citizens, to Support their designs, it would erect a Monument of fame, duty, and loyalty, by a proper and suitable address at this juncture. A general ülan of this Kind, Sir, would, restore to us the Blessings of concord, it would cancel the bellious and petulent voice of faction, and leave our Senate undistrubed by the roaring of hungry vultures, for that Portion of plunder, which they expected from the discontent of the People.""","1775","2020-06-03 15:33:34","2020-06-03 15:33:34","","[not paged]","","Friday, September 22","907","","","For the Morning Post","","","","","","","English","","","","","","","http://find.galegroup.com/bncn/","","","","#AmericanRevolution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XCLKRZGE","journalArticle","1775","Anon.","[The following are COPIES of three GENUINE Letters from General WAHINGTON's AID DE CAMP, and SECRETARY, to their friend in Philadelphia]","Gazetteer and New Daily Advertiser","","","","","","1775","2020-06-03 15:33:34","2020-06-03 15:33:34","","[2-3]","","Friday, September 22","145333","","","[The following are COPIES]","","","","","","","","","","","","","","00000","","","","#AmericanRevolution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XPV27VA8","journalArticle","1775","Anon.; Baldwin, H.","London","St. James's Chronicle or the British Evening Post","","","","","","1775","2020-06-03 15:33:34","2020-06-03 15:33:34","","[4]","","Tuesday, 19 September - Thursday, 21 September","2278","","","London","","","","","","","en","","","","","","","","","","","#AmericanRevolution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A95P3BU7","journalArticle","1775","Anon.","[The following Letters are given us as authentick from the Massachusetts Gazette. As such we think it out Duty to lay them before our Readers, leaving to them to determine, whether they may be genuine, or the mere Effusions of Fansy (sic), dictated by Party Rage]","St. James's Chronicle or the British Evening Post","","","","","Title 	The St. James's chronicle; or, The British evening-post. Variant Title 	St. James's chronicle British evening-post British evening post Fluctuating title: St. James's chronicle; or, British evening-post 1768:Dec.20- Author 	Colman, George, 1732-1794. Genius. Publication Details 	[London, England] : Printed by Henry Baldwin, at the Britannia printing-office, White-Friars, Fleet-Street, where advertisements are taken in, and letters to the author received, [1761-1822] Current Frequency 	Three times a week Publication History 	Began with no. 1 (12 Mar. 1761); ceased in Feb. 1822. Cf. NCBEL Notes 	Editor: N. Thomas. Woodcut initials surmounted by crown in center of title. Imprint from colophon; imprints lack dates. Colophon varies; beginning 1799 imprint reads: ""Printed by H. Baldwin and son."" Colophons include names and addresses of booksellers taking subscriptons: R. Davis in Piccadilly; T. Davies in Russel-Street, Covent-Garden; T. Becket in the Strand; C. Henderson, under the Royal Exchange. Price on date line. Printed in four columns; text begins with factotum initial. Includes British and foreign news, advertisements and theater reviews, excerpts from the London Gazette including bankrupts, advertisements, and public notices. Includes 15 essays by George Colman titled ""The Genius,"" published 11 June 1761-12 Jan. 1762. Description based on: No. 127. (Thursday, December 31, to Saturday, January 2, 1762); title from caption. ESTC, P1812 NCBEL, II:1333 Times handlist, p. 43 Ward, W.S. Index of serials, p. 144 Issue numbering is irregular throughout. Microfilm. Woodbridge, Conn. : Research Publications International. 34 microfilm reels ; 35 mm. (Early English newspapers; unit 12: reels 588-595; unit 21: reels 1039-1057; unit 6: reels 257-263). No. 127-1380, 1775-6714 (2 Jan. 1762-30 Dec. 1769, 3 July 1772-30 Dec. 1800).","1775","2020-06-03 15:33:34","2020-06-03 15:33:34","","[2]","","September 19 - September 21","2278","","","","","","","","","","","","","","","","","","","","","#AmericanRevolution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RL3RFAJU","journalArticle","1775","Anon.","Extract of a letter from Plymouth, dated Sept. 17","London Evening Post","","","","","""We are desired to declare, that the letters inserted in the American paper (which is printed in Boston under the immediate influence of General Gage) as from Mr. Harrison at Philadelphia to General Washington, and from Mr. Adams at the same place to his wife, and to the Hon. James Warren, were forged (KURSIV) in the town of Boston."" London Evening Post 			 Audience: General Publication Format: Newspaper Full-Text Coverage: Dec 12, 1727 - Apr 20, 1799 Coverage Gaps: 1768, 1783, 1785-87, 1790, 1795-96 Language: English Place of Publication: London, England Available Issues: 8062 Notes: Reproduction of the originals from the Burney Collection, the British Library (London). Imprint from undated colophon. Imprints vary. Early issues printed in quarto; expanded and printed on full sheets beginning in 1734. Description based on: Numb. 2. (Tuesday, December 12. to Thursday, December 14. 1727.); title from caption. Latest issue consulted: No. 11,825 (From Saturday April 20, to Tuesday April 23, 1799.). NCBEL, II:1326 Times handlist, p. 39 Crane & Kaye, 394 Ward, W.S. Index of serials, p. 92 An undated supplement was issued, entitled 'A London evening post extraordinary' and relating to the parliamentary election of John Roberts either in the by-election of 23 December 1773 or the general election of 18 October 1774. Subject Headings: London (England)--Newspapers The London Evening Post first appeared on 12 December 1727. The newspaper was published three times a week, on Tuesday, Thursday and Saturday. Initially a quarto, its four pages later increased to folio size. The first few issues declared to its readers 'they shall not be troubled with the dry tedious Repetitions of Trifles, but shall be sure to find such a faithful and impartial Account of all Transactions both Foreign and Domestick, as may be rely'd on'. Despite its claim, the London Evening Post derived much of its content from the morning newspapers. It was first printed by Richard Nutt, who was probably a founder as well as a shareholder in the title. Nutt was strongly anti-government and he used the London Evening Post to attack the ministry. He tried to avoid prosecution by replacing his name in the imprint with that of his journeyman (or apprentice) Samuel Neville and, later, with that of the printer John Meres. Despite this tactic however, neither Nutt nor his newspaper entirely evaded the law. Distribution of the London Evening Post through the Post Office was twice forbidden, to restrict the newspaper's national circulation during the excise crisis of 1733 and the general election of 1754. On the latter occasion, Nutt was found guilty of seditious libel and sentenced to imprisonment, as well as a fine and an order to stand in the pillory. It is not known whether the sentence was carried out, but Nutt's career as a printer ended by 1760. The London Evening Post survived until 1806. Publication History: Variant Titles","1775","2020-06-03 15:33:34","2020-06-03 15:33:34","","[4]","","19 September - 21 September","8347","","","Extract of a letter","","","","","","","","","","","","","","","","","","#AmericanRevolution","","Meres, John","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S33G5HHL","journalArticle","1775","Anon.","Friday, September I, London (Correspondence from America)","London Evening Post","","","","","""A correspondent observes, that the carrying on the war against the Americans, will, in the end defeat the very purpose for which it was designed, viz. raising a Revenue by internal taxation. If we destroy their trade, and depopulate their trading towns, all hopes of getting any resources from them must be at an end. Let them be governed by their own charters; oblige them to adhere strictly to the Navigation Act, so as to secure their trade TO US (italics), and punish all persons that do not observe the Act. By such means and such only, we shall receive a certain tax from them; but it is folly to think of taxing them internally, by authority of the British Parliament."" ""We are desired to declare, that the letters inserted in the American paper (which is printed in Boston under the immediate influence of General Gage) as from Mr. Harrison at Philadelphia to General Washington, and from Mr. Adams at the same place to his wife, and to the Hon. James Warren, were forged (KURSIV) in the town of Boston."" London Evening Post 			 Audience: General Publication Format: Newspaper Full-Text Coverage: Dec 12, 1727 - Apr 20, 1799 Coverage Gaps: 1768, 1783, 1785-87, 1790, 1795-96 Language: English Place of Publication: London, England Available Issues: 8062 Notes: Reproduction of the originals from the Burney Collection, the British Library (London). Imprint from undated colophon. Imprints vary. Early issues printed in quarto; expanded and printed on full sheets beginning in 1734. Description based on: Numb. 2. (Tuesday, December 12. to Thursday, December 14. 1727.); title from caption. Latest issue consulted: No. 11,825 (From Saturday April 20, to Tuesday April 23, 1799.). NCBEL, II:1326 Times handlist, p. 39 Crane & Kaye, 394 Ward, W.S. Index of serials, p. 92 An undated supplement was issued, entitled 'A London evening post extraordinary' and relating to the parliamentary election of John Roberts either in the by-election of 23 December 1773 or the general election of 18 October 1774. Subject Headings: London (England)--Newspapers The London Evening Post first appeared on 12 December 1727. The newspaper was published three times a week, on Tuesday, Thursday and Saturday. Initially a quarto, its four pages later increased to folio size. The first few issues declared to its readers 'they shall not be troubled with the dry tedious Repetitions of Trifles, but shall be sure to find such a faithful and impartial Account of all Transactions both Foreign and Domestick, as may be rely'd on'. Despite its claim, the London Evening Post derived much of its content from the morning newspapers. It was first printed by Richard Nutt, who was probably a founder as well as a shareholder in the title. Nutt was strongly anti-government and he used the London Evening Post to attack the ministry. He tried to avoid prosecution by replacing his name in the imprint with that of his journeyman (or apprentice) Samuel Neville and, later, with that of the printer John Meres. Despite this tactic however, neither Nutt nor his newspaper entirely evaded the law. Distribution of the London Evening Post through the Post Office was twice forbidden, to restrict the newspaper's national circulation during the excise crisis of 1733 and the general election of 1754. On the latter occasion, Nutt was found guilty of seditious libel and sentenced to imprisonment, as well as a fine and an order to stand in the pillory. It is not known whether the sentence was carried out, but Nutt's career as a printer ended by 1760. The London Evening Post survived until 1806. Publication History: Variant Titles","1775","2020-06-03 15:33:34","2020-06-03 15:33:34","","[not paged]","","August 31 - September 2","8339","","","Friday, September I, London","","","","","","","English","","","British Newspapers 1600-1950, Cengage Learning","","","","00000","","","","#AmericanRevolution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HJU68YSK","manuscript","1781","BLARS","L 30/15/50/27: Anne [Robinson], Saltram, to Frederick [Robinson]","","","","","","Reference: 	L 30/15/50/27 Description: 	 Anne, Saltram to Frederick   Good accounts from Whitehall. Mrs. Stainforth has shown the little boy to Lady Midleton as a pattern. Sorry Grantham has gout. Christmas and New Year wishes. Stormy in Devon, wind damage to ships. Sir George Rodney still there as wind against him. Sorry Board of Trade filled without Frederick. Thinks Post Office quite enough for Lord Hilsborough[?]. Haven't yet fixed a time for visit to Whitehall.   Mr. Cleveland [sic] married last Wednesday.   Saw Lord Hardwicke's name at Bath. Hopes the Boy [nephew] is to be called Thomas ""tho' not the prettiest name in the world, I shall like to see another Tommy Robinson"". Sorry to hear Grantham still confined. Tell Aunt Stainforth they saw Richard yesterday, reports on his looks, children's reaction to seeing him etc. Captain Jervis with him. Sir Charles Davers still there, dislikes idea of travelling alone so going to Portsmouth in the Gibralter. Captain Simonds and son, Suffolk people dined today. Just come from Lord Cornwallis and signed the Capitulation. Mr. Parker has a print of General Washington which he says is very like, [assume Simonds also says he remembers dining with [her] brother many years ago at Sir Belinghams, seems a very lively sharp man. Date: 	30 December 1781, 1 January 1782 Held by: 	Bedfordshire and Luton Archives and Records Service, not available at The National Archives Language: 	English","1781-12-30","2020-06-03 15:33:34","2020-06-03 15:33:34","","","4","","","","","L 30/15/50/27","","","","","","Saltram","English","","letter","Bedfordshire and Luton Archives and Records Service","","","L 30/15/50/27","","","","","#AmericanRevolution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
